,n,nc,Pii,Pij,Phi,B,p,EK,Eq,Graph,rep,design,K,q,Estimator,Bias,Abs_Bias,Rel_bias_sq,Bias_sq
98,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.9257914316245376,-41.42555165265958,0.8570897748694108,1716.0763297271667
99,1000,50,0.5,0.0,0.4,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.0405402732766944,-46.56011425992306,1.082724060310738,2167.8442398970906
100,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;1)$,-0.3720547325382448,-16.431382037658977,0.13842472400410485,269.9903156675021
101,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;1)$,-0.3720547325382448,-16.431382037658977,0.13842472400410485,269.9903156675021
102,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;2)$,2.611874366043071,115.35051644158429,6.821887703992895,13305.741643340207
103,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;2)$,2.611874366043071,115.35051644158429,6.821887703992895,13305.741643340207
104,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$n(p;3)$,74.79364504429084,3303.1778612988683,5594.0893390113715,10910983.983374966
105,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,PI-$\mathcal{U}(p;3)$,74.79364504429084,3303.1778612988683,5594.0893390113715,10910983.983374966
106,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,HT,-1.0103468146763692,-44.620839491062625,1.0208006859266856,1991.019316887174
107,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C,-0.9414196065689825,-41.576746269952274,0.8862708756324977,1728.6258303959903
108,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.0406872881052898,-45.960792639119376,1.0830300316239423,2112.39446001613
109,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,-0.21518660328164843,-9.503476178853518,0.046305274231893546,90.31605948203627
110,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),-0.3175338043834228,-14.023526092787883,0.10082771692620983,196.6592840751026
111,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),-0.29237743513305625,-12.91252312015213,0.08548456457498452,166.7332533284633
112,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,0.7135411130136416,31.512746921713585,0.5091409199607465,993.053218551969
113,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-0.07900242409844285,-3.489053891094457,0.006241383013430224,12.173497054961372
114,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),0.29937488831408154,13.221557830512225,0.0896253237530688,174.80959146557913
115,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,101.57385977541146,4485.896157329017,10317.24898967495,20123264.334339242
116,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),-3.3473988410090616,-147.83413400979353,11.205079000788809,21854.93117842559
117,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),-14.697385088010751,-649.0936096636597,216.0131284252808,421322.5141061994
118,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.9220874380182508,-40.72296262122302,0.8502452433510614,1658.3596846495273
119,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.050339891899437,-46.38708911307563,1.1032138885153213,2151.76203638442
