,n,nc,Pii,Pij,Phi,B,p,EK,Eq,Graph,rep,design,K,q,Estimator,Bias,Abs_Bias,Rel_bias_sq,Bias_sq
108,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Cluster,50,1.0,DM-C($0.75$),-1.1759644576877706,-13.519038968301656,1.3828924057448924,182.7644146264587
109,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;1)$,1.048700349168271,12.05599437448444,1.0997724223456533,145.34700035760045
110,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(1),1.0229335257069927,11.759775651048448,1.0463929980153386,138.29232336299197
111,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(1),1.125132688000031,12.934670392581706,1.2659235656061751,167.3056981647298
112,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;2)$,-8.201647311527275,-94.28719455247598,67.26701862268257,8890.075056576456
113,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(2),-4.972748421125354,-57.167356755780055,24.728226859804703,3268.1066784426316
114,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(2),-3.2446239371916814,-37.30061496129421,10.527584493797248,1391.3358764907252
115,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,PI-$n(B;3)$,24.907571093977303,286.34064747782287,620.3870978015337,81990.96639801883
116,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Prop(3),-6.171642500884702,-70.94999761467251,38.08917115872638,5033.902161522035
117,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,LS-Num(3),-5.4968321638135595,-63.19229100760792,30.215163837135258,3993.2656427902048
118,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM,-0.7321749872589051,-8.417178018995024,0.5360802119675778,70.848885803453
119,1000,50,0.5,0.0,0.5,0.06,0.06,50,1.0,SBM0,0,Bernoulli,50,1.0,DM($0.75$),-1.1428695571492253,-13.138575726315262,1.3061508246584663,172.6221721161206
